,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Grenfell,AU,-33.9,148.1667,42.51,89,0,4.12,clear sky
700,Hereford,GB,52.0568,-2.7148,68.05,82,100,3.0,overcast clouds
701,Saint Pete Beach,US,27.7253,-82.7412,94.01,62,24,3.0,few clouds
702,Jieshi,CN,22.8134,115.8257,83.98,82,9,7.36,clear sky
703,Phek,IN,25.6667,94.5,59.47,99,100,1.57,overcast clouds
704,Tamiahua,MX,21.2667,-97.45,89.17,58,6,12.33,clear sky
705,Tevaitoa,PF,-16.7833,-151.5,79.48,73,2,14.52,clear sky
706,Mapiripan,CO,2.8892,-72.1256,79.9,86,72,6.96,broken clouds
707,Dawei,MM,14.0833,98.2,75.25,94,92,2.59,overcast clouds
708,Mizan Teferi,ET,6.9833,35.5833,61.83,95,90,2.48,light rain
